,book_name,Ganer,rating,rating_count,pages,price,Author
2401,A study in scarlet,"Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction",4.14,402951,88,34.10,Aaron Blabey
2402,The Tragedy Of The Korosko,"Classic Books & Novels, Short Story Books",3.61,408,86,66.55,Aaron Blabey
2403,The Captain Of The Polestar And Other Tales,"Contemporary Fiction, Classic Books & Novels, Adventure Books, Historical Fiction, Short Story Books",3.54,321,162,53.61,Aaron Blabey
2404,Sir Nigel (1906) NOVEL by Arthur Conan Doyle,Contemporary Fiction,3.91,910,208,63.73,Aaron Blabey
2405,The Return of Sherlock Holmes : The Adventure of the Dancing Men,"Anthologies (non-poetry), Classic Books & Novels, Crime, Crime Fiction, Thriller Books, Thrillers",3.74,458,92,48.50,Aaron Blabey
2406,"The Exploits of Brigadier Gerard, by Arthur Conan Doyle and W.B.Wollen : & The Adventures of Gerard [ Illustrated ]",Contemporary Fiction,4.01,770,132,58.10,Aaron Blabey
2408,"A Study in Scarlet : A 1887 detective novel written by Arthur Conan Doyle marking the first appearance of Sherlock Holmes and Dr. Watson, who would become the most famous detective duo in popular fiction.","Classic Books & Novels, Crime, Crime Fiction",4.14,402951,96,75.57,Aaron Blabey
2409,Rodney Stone : New special edition,"Contemporary Fiction, Classic Books & Novels",3.64,221,372,122.68,Aaron Blabey
2411,Das Tal der Angst : Ein Sherlock Holmes Roman,"Poetry Books, Poetry By Individual Poets, Plays, Playscripts",3.97,42506,174,75.19,Aaron Blabey
2412,The Coming of the Fairies : Illustrated from Photographs,"Individual Photographers, Myth & Legend Told As Fiction, Popular Beliefs & Controversial Knowledge, Unexplained Phenomena / The Paranormal",3.3,342,210,87.19,Aaron Blabey
2413,Sherlock Holmes - The Red-Headed League,"Language Teaching & Learning (other Than ELT), ELT: Learning Material & Coursework",3.94,13971,112,53.13,Aaron Blabey
2414,Tales of Terror and Mistery,Contemporary Fiction,3.82,2515,170,196.58,Aaron Blabey
2416,His Last Bow; A Reminiscence of Sherlock Holmes. by : Arthur Conan Doyle. (Collection of Previously Published ),Contemporary Fiction,4.25,42791,118,53.44,Aaron Blabey
2419,The Problem of Thor Bridge : Sherlock Holmes in Large Print,"Historical Crime, Historical Crime",3.7,785,124,58.82,Aaron Blabey
2422,The Doings of Raffles Haw,"Classic Books & Novels, Fantasy, Fantasy Books",3.71,207,88,34.10,Aaron Blabey
2424,The Exploits Of Brigadier Gerard,"Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction, Adventure Books, Military Fiction, Horror, Historical Fiction, Short Story Books",3.88,511,142,53.27,Aaron Blabey
2425,Das Geheimnis von Cloomber-Hall : Kriminalroman,"Crime, Crime Fiction",3.49,779,92,37.11,Aaron Blabey
2427,The Great Shadow,"Classic Books & Novels, Adventure Books, Historical Fiction, Short Story Books",3.75,228,108,44.38,Aaron Blabey
2429,The Adventures of Gerard.,"Contemporary Fiction, Historical Fiction, Short Story Books",3.88,328,216,64.87,Aaron Blabey
2431,"A Desert Drama Being The Tragedy Of The ""Korosko""","Contemporary Fiction, Classic Books & Novels, Adventure Books, Historical Fiction",3.61,408,146,79.15,Aaron Blabey
2435,Memoirs of Sherlock Holmes : A Collection of Sherlock Holmes Stories,"Classic Books & Novels, Crime, Crime Fiction, Thriller Books, Thrillers, Short Story Books",4.31,91934,224,71.39,Aaron Blabey
2438,The Sign of the Four - A Sherlock Holmes Adventure,Contemporary Fiction,3.91,140309,158,64.76,Aaron Blabey
2444,The Captain of the Polestar,Classic Books & Novels,3.54,321,184,34.10,Aaron Blabey
2449,Der Hund der Baskervilles / The Hound of the Baskervilles,Contemporary Fiction,4.13,314565,400,131.85,Aaron Blabey
2450,The Captain of the Pole-Star : [And Other Tales],"Historical Fiction, Short Story Books",3.54,321,264,97.70,Aaron Blabey
2451,The Works of A. Conan Doyle : Adventurs of Sherlock Holmes,Contemporary Fiction,4.3,279381,446,138.43,Aaron Blabey
2456,Der Hund der Baskervilles,"Plays, Playscripts",4.13,314565,186,79.27,Aaron Blabey
2459,La resurrection de Sherlock Holmes. : Supplement: Les nouveaux exploits de Sherlock Holmes. Les souvenirs de Sherlock Holmes.,"Crime, Crime Fiction",4.29,60651,220,120.89,Aaron Blabey
2460,The Hound of the Baskervilles : Large Print,"Classic Books & Novels, Crime, Crime Fiction, Thriller Books, Thrillers, Adventure Books, Horror",4.13,314565,180,34.10,Aaron Blabey
2463,The Adventure of Wisteria Lodge (Sherlock Holmes Series),"Crime, Crime Fiction, Historical Crime, Thriller Books, Thrillers",3.88,2796,48,62.65,Aaron Blabey
2469,The Adventure of the Empty House,Classic Books & Novels,4.11,6356,26,44.01,Aaron Blabey
2470,A Study in Scarlet - Gift Edition : A Sherlock Holmes novel,"Classic Books & Novels, Crime, Crime Fiction",4.14,402951,158,57.98,Aaron Blabey
2471,La momie qui ressucite,"Science Fiction, Science Fiction",3.62,1157,88,78.04,Aaron Blabey
2476,Hound of the Baskervilles Minibook: Gilt Edged Edition,Miscellaneous Items,4.13,314565,512,92.83,Aaron Blabey
2477,The Hound of The Baskervilles - A Sherlock Holmes Reader,"Crime, Crime Fiction, Vintage Crime",4.13,314565,198,90.33,Aaron Blabey
2478,The Land of Mist : Original Edition (Annotated),Contemporary Fiction,2.94,694,264,66.11,Aaron Blabey
2480,The Works of A. Conan Doyle : The Hound of the Baskervilles,Home,4.13,314565,304,97.34,Aaron Blabey
2491,The Doings of Raffles Haw. [A Novel.],General & World History,3.71,207,276,97.95,Aaron Blabey
2493,The Great Boer War (Dodo Press),Contemporary Fiction,3.51,276,524,98.21,Aaron Blabey
2498,The White Company (1891) / HISTORICAL NOVEL /,Contemporary Fiction,3.9,4248,254,76.78,Aaron Blabey
2502,The Valley of Fear : A Sherlock Holmes Adventure,"Historical Crime, Historical Crime",3.97,42506,128,40.69,Aaron Blabey
2503,The Hound of The Baskervilles,"Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction, Historical Crime",4.13,314565,118,63.73,Aaron Blabey
2504,The Sign of Four : Large Print Format,"Crime, Crime Fiction",3.91,140309,206,68.42,Aaron Blabey
2509,The Adventures of Gerard (1903) by : Arthur Conan Doyle,Contemporary Fiction,3.88,328,216,63.38,Aaron Blabey
2511,The Naval Treaty : Sherlock Holmes in Large Print,"Crime, Crime Fiction",3.87,2004,136,59.48,Aaron Blabey
2512,L'Escarboucle bleue,"Crime, Crime Fiction",3.79,9084,30,51.16,Aaron Blabey
2513,The Final Problem : Sherlock Holmes in Large Print,"Historical Crime, Historical Crime",4.13,3243,90,57.33,Aaron Blabey
2514,Aventure de la bande mouchetee : ou Le Ruban mouchete,"Crime, Crime Fiction",4.04,11719,34,51.27,Aaron Blabey
2515,Sir Nigel (Classic Reprint),Adventure Books,3.91,910,422,124.88,Aaron Blabey
2516,The Return of Sherlock Holmes : Illustrated,"Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction, Vintage Crime",4.29,60651,390,41.10,Aaron Blabey
2517,El paciente interno (Spanish Edition),Contemporary Fiction,3.57,2238,46,43.04,Aaron Blabey
2520,The Memoirs of Sherlock Holmes : A Collection of Sherlock Holmes stories (1894),"Anthologies (non-poetry), Crime, Crime Fiction",4.31,91934,272,70.90,Aaron Blabey
2522,The Adventure of the Yellow Face,"Classic Books & Novels, Antiques & Collectables: Books, Manuscripts, Ephemera & Printed Matter, Miscellaneous Items",3.79,2672,165,71.49,Aaron Blabey
2524,The Complete Novels Sherlock Holmes b,"Contemporary Fiction, Classic Books & Novels",4.5,5037,532,106.19,Aaron Blabey
2525,Die vergessene Welt (Grossdruck),Contemporary Fiction,3.93,63173,268,160.55,Aaron Blabey
2526,Eine Studie in Scharlachrot (Grossdruck) : Der erste Auftritt von Sherlock Holmes,"Crime, Crime Fiction",4.14,402951,132,53.58,Aaron Blabey
2527,The Return of Sherlock Holmes : New special edition,"Contemporary Fiction, Crime, Crime Fiction",4.29,60651,386,126.76,Aaron Blabey
2529,"The Poison Belt : A 1913 science fiction novel by British writer Arthur Conan Doyle, the second book about Professor Challenger.","Contemporary Fiction, Adventure Books, Science Fiction, Fantasy, Fantasy Books",3.5,3057,64,89.88,Aaron Blabey
2530,The sign of four,General & World History,3.91,140309,306,72.82,Aaron Blabey
2533,The Mystery Of Cloomber,"Anthologies (non-poetry), Crime, Crime Fiction, Adventure Books",3.49,779,154,41.10,Aaron Blabey
2534,A Study in Scarlet (Shavian alphabet edition),"Teaching Resources & Education, Teaching Resources & Education",4.14,402951,126,50.50,Aaron Blabey
2535,The Sign of The Four,"Classic Books & Novels, Crime, Crime Fiction, Vintage Crime",3.91,139373,144,65.11,Aaron Blabey
2536,Tales of Terror and Mystery : New special edition,"Contemporary Fiction, Crime, Crime Fiction, Horror",3.82,2515,190,75.82,Aaron Blabey
2537,The Hound of the Baskervilles Illustrated,"Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction, Adventure Books, Fantasy, Fantasy Books",4.13,314565,216,34.10,Aaron Blabey
2538,His Last Bow Illustrated,"Contemporary Fiction, Romance, Romance Books, Short Story Books",4.25,42791,238,44.38,Aaron Blabey
2541,The Adventure of the Blue Carbuncle;,Historical Fiction,3.79,9084,74,79.92,Aaron Blabey
2542,Estudio en rojo / A Study in Scarlet,"Childrens Fiction, Childrens General Story Books, Adventure Books for Kids, English Language: Reading Schemes",4.14,402951,218,71.55,Aaron Blabey
2545,O Can Dos Baskerville / The Hound of the Baskervilles,"Childrens Fiction, Classic Books for Children, Adventure Books for Kids, Mystery Books for Kids, Sci Fi Books for Kids, Fantasy Books for Kids",4.13,314565,266,97.77,Aaron Blabey
2546,The Return of Sherlock Holmes : Includes: The adventure of the empty house -- The adventure of the Norwood builder -- The adventure of the dancing men -- The adventure of the solitary cyclist -- The adventure of the priory school -- The adventure of Black Peter and more...,Contemporary Fiction,4.29,60651,322,85.69,Aaron Blabey
2548,Charles-Auguste Milverton,"Literary Studies: Fiction, Novelists & Prose Writers, Crime, Crime Fiction",3.89,1322,26,45.44,Aaron Blabey
2549,"紫藤小屋历险记 : The Adventure of Wisteria Lodge, Chinese edition","Crime, Crime Fiction",3.88,2796,36,62.79,Aaron Blabey
2550,"The Return of Sherlock Holmes, : A Collection of Holmes Adventures","Classic Books & Novels, Crime, Crime Fiction, Adventure Books, Short Story Books",4.29,60651,248,119.71,Aaron Blabey
2552,His Last Bow : A Reminiscence of Sherlock Holmes (1917),"Fiction Books, Crime, Crime Fiction",4.25,42791,308,134.43,Aaron Blabey
2553,The Adventure of the Illustrious Client (Fantasy and Horror Classics),"Horror, Horror",3.69,794,50,62.67,Aaron Blabey
2555,A Desert Drama : Being the Tragedy of the Korosko (Illustrated Edition) (Dodo Press),Adventure Books,3.61,408,176,52.45,Aaron Blabey
2556,The Hound of the Baskervilles : A Sherlock Holmes Mystery,"Contemporary Fiction, Crime, Crime Fiction, Childrens Fiction, Childrens General Story Books",4.13,314565,122,44.98,Aaron Blabey
2557,The Adventure of the Mazarin Stone,"Crime, Crime Fiction",3.43,764,44,41.10,Aaron Blabey
2558,The Ring of Thoth,Short Story Books,3.51,330,36,54.51,Aaron Blabey
2560,The Problem of Thor Bridge,"Anthologies (non-poetry), Crime, Crime Fiction, Short Story Books",3.7,785,42,66.07,Aaron Blabey
2565,El hombre del labio retorcido : Las aventuras de Sherlock Holmes,"Crime, Crime Fiction",3.85,5407,44,49.32,Aaron Blabey
2566,Las cinco semillas de naranja : Las aventuras de Sherlock Holmes,"Crime, Crime Fiction",3.74,7441,38,49.04,Aaron Blabey
2567,"Las aventuras de Sherlock Holmes : sherlock holmes, conan doyle, detective, crimen","Anthologies (non-poetry), Crime, Crime Fiction, Adventure Books",4.3,279381,252,72.15,Aaron Blabey
2568,El mundo perdido,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, People & Places",3.93,63173,259,91.83,Aaron Blabey
2574,The Adventure of the Second Stain,Contemporary Fiction,3.77,1046,28,58.46,Aaron Blabey
2575,The Valley Of Fear,Classic Books & Novels,3.97,42506,168,110.26,Aaron Blabey
2577,The Adventure of the Abbey Grange,"Anthologies (non-poetry), Contemporary Fiction",3.7,1162,28,58.46,Aaron Blabey
2578,Estudio en escarlata/A Study in Scarlet : Edicion bilingue/Bilingual edition,"Crime, Crime Fiction",4.14,402951,318,120.60,Aaron Blabey
2585,La liga de los pelirrojos/The Red-headed league : Edicion bilingue/Bilingual edition,"Crime, Crime Fiction",3.94,13971,74,65.93,Aaron Blabey
2586,Escandalo en Bohemia/A Scandal in Bohemia : Edicion bilingue/Bilingual edition,"Bilingualism & Multilingualism, Teaching Resources & Education, Teaching Of Students With English As A Second Language (TESOL), Teaching Of A Specific Subject",3.8,6940,74,65.93,Aaron Blabey
2588,His Last Bow : Original and Unabridged,"Crime, Crime Fiction",4.25,42791,164,60.19,Aaron Blabey
2589,The Boscombe Valley mistery 1892 : Sherlock Holmes in,"Crime, Crime Fiction",3.85,5919,42,70.16,Aaron Blabey
2590,Le chien de Baskerville,Anthologies (non-poetry),4.13,314565,290,97.85,Aaron Blabey
2591,Frygtens dal,"Contemporary Fiction, Crime, Crime Fiction",3.97,42506,240,125.20,Aaron Blabey
2592,The Return of Sherlock Holmes : The Adventure of the Three Students,"Anthologies (non-poetry), Classic Books & Novels, Crime, Crime Fiction, Thriller Books, Thrillers",3.56,1299,68,47.26,Aaron Blabey
2593,The Adventure Of The Cardboard Box : (Sir Arthur Conan Doyle Classics Collection),Contemporary Fiction,3.71,2410,26,44.01,Aaron Blabey
2596,The Return of Sherlock Holmes : Sherlock Holmes #6,"Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction, Adventure Books, Short Story Books",4.29,60651,296,75.97,Aaron Blabey
2597,The Sign of the Four : Featuring Sherlock Holmes,"Crime, Crime Fiction, Vintage Crime",3.91,140309,106,55.18,Aaron Blabey
2598,The five orange pips 1891,"Crime, Crime Fiction",3.74,7441,36,68.03,Aaron Blabey
2599,The Adventures of Sherlock Holmes (Annotated),"Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction, Adventure Books, Short Story Books",4.3,279381,240,41.10,Aaron Blabey
2600,"A Desert Drama : Being The Tragedy Of The ""Korosko""","Plays, Playscripts, Historical Fiction",3.61,408,110,44.38,Aaron Blabey
2601,Les Aventures de Sherlock Holmes,"Anthologies (non-poetry), Crime, Crime Fiction, Short Story Books",4.3,279381,314,41.10,Aaron Blabey
2602,El Gato de Brasil,"Anthologies (non-poetry), Crime, Crime Fiction",3.71,454,34,40.69,Aaron Blabey
2606,The Valley of Fear by Sir Arthur Conan Doyle.,"Crime, Crime Fiction, Vintage Crime",3.97,42506,144,47.41,Aaron Blabey
2607,His Last bow; a Reminiscence of Sherlock Holmes,Home,4.25,42791,318,134.06,Aaron Blabey
2610,The sign of the four : (low cost). limited edition,"Classic Books & Novels, Crime, Crime Fiction",3.91,140309,152,58.09,Aaron Blabey
2612,El misterio de Boscombe Valley 1892 : Sherlock Holmes en,"Crime, Crime Fiction",3.85,5919,42,70.16,Aaron Blabey
2613,The Hound of the Baskervilles : Code Keepers - Secret Personal Diary,"Classic Books & Novels, Crime, Crime Fiction, Historical Crime, Thriller Books, Thrillers, Miscellaneous Items",4.13,314565,252,67.40,Aaron Blabey
2614,Sherlock Holmes : The Collected Novels,"Crime, Crime Fiction, Vintage Crime, Thriller Books, Thrillers",4.5,5037,422,105.08,Aaron Blabey
2615,Tales of Terror and Mystery.,"Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction, Horror, Short Story Books",3.82,2515,140,47.41,Aaron Blabey
2616,"O signo dos catro, ESO. Auxiliar",Childrens Fiction,3.91,139712,232,92.63,Aaron Blabey
2617,El Signo de los Cuatro,"Literary Studies: Fiction, Novelists & Prose Writers, Crime, Crime Fiction",3.91,140309,102,49.29,Aaron Blabey
2618,Lote Numero 249 (Spanish Edition),Anthologies (non-poetry),3.62,1157,30,41.06,Aaron Blabey
2619,Un Escandalo en Bohemia (Spanish Edition),Anthologies (non-poetry),3.8,6940,30,51.16,Aaron Blabey
2623,The Sign of the Four : Classic Sherlock Holmes,"Crime, Crime Fiction",3.91,140309,86,47.02,Aaron Blabey
2624,The Return of Sherlock Holmes : A Collection of Sherlock Holmes Adventures,"Classic Books & Novels, Crime, Crime Fiction, Short Story Books",4.29,60651,216,71.64,Aaron Blabey
2625,El retorn de Sherlock Holmes I,English Language: Reading & Writing Skills,4.29,60651,148,38.07,Aaron Blabey
2626,The Great Boer War : A Two Years Record 1899-1901 (Classic Reprint),"African History, Military History",3.51,276,586,137.41,Aaron Blabey
2628,The Doings of Raffles Haw (Classic Reprint),"Childrens Fiction, Childrens General Story Books",3.71,207,138,104.09,Aaron Blabey
2632,Adventures of Sherlock Holmes Illustrated,"Contemporary Fiction, Classic Books & Novels, Crime, Crime Fiction, Adventure Books, Historical Fiction",4.3,279381,338,41.10,Aaron Blabey
2634,A Study in Scarlet : A Sherlock Holmes Mystery,"Classic Books & Novels, Crime, Crime Fiction, Historical Crime",4.14,402951,102,52.74,Aaron Blabey
2635,The Hound of the Baskervilles (Deseret Alphabet edition),"Crime, Crime Fiction, Vintage Crime",4.13,314565,176,55.49,Aaron Blabey
2636,The Great Shadow : New special edition,"Adventure Books, Military Fiction",3.75,228,140,65.48,Aaron Blabey
2637,SHERLOCK HOLMES: O CAO DOS BASKERVILLES,Contemporary Fiction,4.13,314565,152,71.72,Aaron Blabey
2641,Sherlock Holmes - o Cão dos Baskervilles,Childrens Fiction,4.13,314565,60,103.77,Aaron Blabey
2642,The Adventure Of The Devil's Foot,"Anthologies (non-poetry), Classic Books & Novels, Crime, Crime Fiction, Vintage Crime, Adventure Books, Short Story Books",3.88,1876,26,46.62,Aaron Blabey
2643,El regreso de Sherlock Holmes,"Cosmetics, Hair & Beauty",4.29,60651,356,35.19,Aaron Blabey
2644,Estudio en escarlata / A Study in Scarlet,"Literary Studies: Classical, Early & Medieval, Childrens Fiction, Classic Books for Children, Childrens General Story Books, Adventure Books for Kids, Mystery Books for Kids, English Language: Reading Schemes",4.14,402951,236,84.16,Aaron Blabey
